rule_id,rule_type,rule_priority,source_id,legal_basis,effective_date,site_scope,site_code,project_or_activity_scope,activity_code,spatial_condition,functional_interference_condition,required_conditions,correspondence_check_required,source_outcome,intermediate_classification,model_action,limitations,evidence_reference,measure_refs,source_page
DGR30_A2_IT3230006_1_08,SITE_ACTIVITY_PREASSESSMENT,200,DGR30_2026_A2,DGR 30/2026 Allegato A; DGR 1183/2022 Allegato A punto 4,2026-01-28,IT3230006,IT3230006,"1.08. Interventi su edifici esistenti volti alla realizzazione di abbaini, terrazze e poggioli aggettanti, fino alla larghezza massima di 1,60 metri lineari, di balconi, rampe, scale aperte, cornicioni o sporti di linda, canne fumarie e torrette da camino.",1.08,"Inside site, contiguous area, or applicable external functional-interference area; preassessment also valid in functional-interference areas","If external, determine scope from DGR30/2026 Allegato C or site-specific plan/measure override before use",Exact correspondence with the preassessed P/I/A definition; comply with current conservation measures and any site-specific conditions; no automatic inference from generic similarity,YES,PREASSESSED_NO_SIGNIFICANT_INCIDENCE,POTENTIALLY_COVERED_BY_PREASSESSMENT,CORRESPONDENCE_CHECK_REQUIRED,"This is a procedural pre-screen rule, not a formal VINCA outcome. NOT_APPLICABLE never becomes automatic site exclusion.",DGR30/2026 Allegato A2; site IT3230006; PDF page 18; activity 1.08; site evidence: Interventi che non determinano un incremento della cubatura e che agiscono su edifici esistenti senza effetti sull'ambiente esterno,,18
DGR30_A2_IT3230006_1_09,SITE_ACTIVITY_PREASSESSMENT,200,DGR30_2026_A2,DGR 30/2026 Allegato A; DGR 1183/2022 Allegato A punto 4,2026-01-28,IT3230006,IT3230006,"1.09. Realizzazione di elementi di arredo urbano come tavoli, panchine, ecc. , che non comportino volumetria e realizzate in aree non interessate da habitat Natura 2000, compresi limitati movimenti terra funzionali alla posa dei precedenti elementi.",1.09,"Inside site, contiguous area, or applicable external functional-interference area; preassessment also valid in functional-interference areas","If external, determine scope from DGR30/2026 Allegato C or site-specific plan/measure override before use",Exact correspondence with the preassessed P/I/A definition; comply with current conservation measures and any site-specific conditions; no automatic inference from generic similarity,YES,PREASSESSED_NO_SIGNIFICANT_INCIDENCE,POTENTIALLY_COVERED_BY_PREASSESSMENT,CORRESPONDENCE_CHECK_REQUIRED,"This is a procedural pre-screen rule, not a formal VINCA outcome. NOT_APPLICABLE never becomes automatic site exclusion.",DGR30/2026 Allegato A2; site IT3230006; PDF page 18; activity 1.09; site evidence: Intervento minimo a servizio della sentieristica e degli immobili esistenti privo di effetti sull'ambiente,,18
DGR30_A2_IT3230006_1_10,SITE_ACTIVITY_PREASSESSMENT,200,DGR30_2026_A2,DGR 30/2026 Allegato A; DGR 1183/2022 Allegato A punto 4,2026-01-28,IT3230006,IT3230006,"1.10. Realizzazione di volumi tecnici che si rendano indispensabili a seguito dell'installazione di impianti tecnologici necessari per le esigenze degli edifici esistenti, realizzati nelle pertinenze edilizie dell’edificio servito.",1.10,"Inside site, contiguous area, or applicable external functional-interference area; preassessment also valid in functional-interference areas","If external, determine scope from DGR30/2026 Allegato C or site-specific plan/measure override before use",Exact correspondence with the preassessed P/I/A definition; comply with current conservation measures and any site-specific conditions; no automatic inference from generic similarity,YES,PREASSESSED_NO_SIGNIFICANT_INCIDENCE,POTENTIALLY_COVERED_BY_PREASSESSMENT,CORRESPONDENCE_CHECK_REQUIRED,"This is a procedural pre-screen rule, not a formal VINCA outcome. NOT_APPLICABLE never becomes automatic site exclusion.",DGR30/2026 Allegato A2; site IT3230006; PDF page 19; activity 1.10; site evidence: L'intervento su edificio esistente già agibile e che non necessita di ristrutturazione edilizia o se soggetto a manutenzione straordinaria nei limiti del punto 1.2,,19
DGR30_A2_IT3230006_1_11,SITE_ACTIVITY_PREASSESSMENT,200,DGR30_2026_A2,DGR 30/2026 Allegato A; DGR 1183/2022 Allegato A punto 4,2026-01-28,IT3230006,IT3230006,"1.11. Interventi per il risparmio energetico su edifici o unità immobiliari esistenti anche se comportano limitate modifiche volumetriche di cui all'articolo 37 della lr 19/2009, nel rispetto della lr 23/2005.",1.11,"Inside site, contiguous area, or applicable external functional-interference area; preassessment also valid in functional-interference areas","If external, determine scope from DGR30/2026 Allegato C or site-specific plan/measure override before use",Exact correspondence with the preassessed P/I/A definition; comply with current conservation measures and any site-specific conditions; no automatic inference from generic similarity,YES,PREASSESSED_NO_SIGNIFICANT_INCIDENCE,POTENTIALLY_COVERED_BY_PREASSESSMENT,CORRESPONDENCE_CHECK_REQUIRED,"This is a procedural pre-screen rule, not a formal VINCA outcome. NOT_APPLICABLE never becomes automatic site exclusion.",DGR30/2026 Allegato A2; site IT3230006; PDF page 19; activity 1.11; site evidence: L'intervento su edificio esistente già agibile e che non necessita di ristrutturazione edilizia o se soggetto a manutenzione straordinaria nei limiti del punto 1.2,,19
DGR30_A2_IT3230006_1_12,SITE_ACTIVITY_PREASSESSMENT,200,DGR30_2026_A2,DGR 30/2026 Allegato A; DGR 1183/2022 Allegato A punto 4,2026-01-28,IT3230006,IT3230006,"1.12. Installazione di impianti solari termici o fotovoltaici sui tetti degli edifici o nelle pertinenze edilizie degli edifici stessi purché non venga interessato habitat Natura 2000; installazione di singoli generatori eolici con altezza complessiva non superiore a 1,5 metri dall'altezza massima dell'edificio e diametro non superiore a 1 metro. Installazione di altri impianti tecnologici a servizio dell'edificio. Verificare la misura di conservazione REPD05,0 se vigente nel sito Natura 2000 interessato dall'intervento -> https://habitat.regione.fvg.it/mdc/home .",1.12,"Inside site, contiguous area, or applicable external functional-interference area; preassessment also valid in functional-interference areas","If external, determine scope from DGR30/2026 Allegato C or site-specific plan/measure override before use",Exact correspondence with the preassessed P/I/A definition; comply with current conservation measures and any site-specific conditions; no automatic inference from generic similarity,YES,PREASSESSED_NO_SIGNIFICANT_INCIDENCE,POTENTIALLY_COVERED_BY_PREASSESSMENT,CORRESPONDENCE_CHECK_REQUIRED,"This is a procedural pre-screen rule, not a formal VINCA outcome. NOT_APPLICABLE never becomes automatic site exclusion.",DGR30/2026 Allegato A2; site IT3230006; PDF page 19; activity 1.12; site evidence: Interventi che non determinano un incremento della cubatura e che agiscono su edifici esistenti senza effetti sull'ambiente esterno,REPD05.0,19
DGR30_A2_IT3230006_1_13,SITE_ACTIVITY_PREASSESSMENT,200,DGR30_2026_A2,DGR 30/2026 Allegato A; DGR 1183/2022 Allegato A punto 4,2026-01-28,IT3230006,IT3230006,1.13. Demolizione di infrastrutture tecnologiche esistenti fuori terra con eventuale interramento lungo tracciati viari esistenti salvo piccoli elementi complementari fuori terra. Rimozione di infrastrutture tecnologiche interrate purché non interessino habitat Natura 2000.,1.13,"Inside site, contiguous area, or applicable external functional-interference area; preassessment also valid in functional-interference areas","If external, determine scope from DGR30/2026 Allegato C or site-specific plan/measure override before use",Exact correspondence with the preassessed P/I/A definition; comply with current conservation measures and any site-specific conditions; no automatic inference from generic similarity,YES,PREASSESSED_NO_SIGNIFICANT_INCIDENCE,POTENTIALLY_COVERED_BY_PREASSESSMENT,CORRESPONDENCE_CHECK_REQUIRED,"This is a procedural pre-screen rule, not a formal VINCA outcome. NOT_APPLICABLE never becomes automatic site exclusion.",DGR30/2026 Allegato A2; site IT3230006; PDF page 19; activity 1.13; site evidence: Intervento con effetti positivi in quanto elimina infrastutture nell'ambiente naturale,,19
DGR30_A2_IT3230006_1_14,SITE_ACTIVITY_PREASSESSMENT,200,DGR30_2026_A2,DGR 30/2026 Allegato A; DGR 1183/2022 Allegato A punto 4,2026-01-28,IT3230006,IT3230006,"1.14. Installazione di serbatoi interrati di GPL, fino alla capacità di 13 metri cubi, nonché la realizzazione di impianti tecnologici e di climatizzazione pertinenziali a edifici o unità immobiliari purché non venga interessato habitat Natura 2000.",1.14,"Inside site, contiguous area, or applicable external functional-interference area; preassessment also valid in functional-interference areas","If external, determine scope from DGR30/2026 Allegato C or site-specific plan/measure override before use",Exact correspondence with the preassessed P/I/A definition; comply with current conservation measures and any site-specific conditions; no automatic inference from generic similarity,YES,PREASSESSED_NO_SIGNIFICANT_INCIDENCE,POTENTIALLY_COVERED_BY_PREASSESSMENT,CORRESPONDENCE_CHECK_REQUIRED,"This is a procedural pre-screen rule, not a formal VINCA outcome. NOT_APPLICABLE never becomes automatic site exclusion.",DGR30/2026 Allegato A2; site IT3230006; PDF page 19; activity 1.14; site evidence: L'intervento interessa superfici minime dell'area di pertinenza di un edificio esistente senza effetti sull'ambiente esterno,,19
DGR30_A2_IT3230006_1_15,SITE_ACTIVITY_PREASSESSMENT,200,DGR30_2026_A2,DGR 30/2026 Allegato A; DGR 1183/2022 Allegato A punto 4,2026-01-28,IT3230006,IT3230006,"1.15. Installazione di strutture connesse ad attività di esercizio pubblico, intendendo per esse ogni struttura prefabbricata, costituita da una intelaiatura ancorata al suolo ed eventualmente a parete, attraverso l'utilizzo di sistemi facilmente rimovibili, priva di chiusure laterali e coperture fisse, a condizione che comunque non superi il limite del 20 per cento della volumetria o superficie utile dell'edificio esistente e purché non venga interessato habitat Natura 2000.",1.15,"Inside site, contiguous area, or applicable external functional-interference area; preassessment also valid in functional-interference areas","If external, determine scope from DGR30/2026 Allegato C or site-specific plan/measure override before use",Exact correspondence with the preassessed P/I/A definition; comply with current conservation measures and any site-specific conditions; no automatic inference from generic similarity,YES,PREASSESSED_NO_SIGNIFICANT_INCIDENCE,POTENTIALLY_COVERED_BY_PREASSESSMENT,CORRESPONDENCE_CHECK_REQUIRED,"This is a procedural pre-screen rule, not a formal VINCA outcome. NOT_APPLICABLE never becomes automatic site exclusion.",DGR30/2026 Allegato A2; site IT3230006; PDF page 20; activity 1.15; site evidence: L'intervento interessa superfici minime dell'area di pertinenza di un edificio esistente senza effetti sull'ambiente esterno,,20
DGR30_A2_IT3230006_1_16,SITE_ACTIVITY_PREASSESSMENT,200,DGR30_2026_A2,DGR 30/2026 Allegato A; DGR 1183/2022 Allegato A punto 4,2026-01-28,IT3230006,IT3230006,"1.16. Collocamento, modifica o rimozione di lapidi, stemmi, insegne, targhe, decorazioni, cartelli o affissi pubblicitari, segnali indicatori e simili lungo la viabilità pubblica o aperta al pubblico e le relative fasce di rispetto, purché privi di impianti di illuminazione; limitati movimenti terra funzionali alla posa dei precedenti elementi.",1.16,"Inside site, contiguous area, or applicable external functional-interference area; preassessment also valid in functional-interference areas","If external, determine scope from DGR30/2026 Allegato C or site-specific plan/measure override before use",Exact correspondence with the preassessed P/I/A definition; comply with current conservation measures and any site-specific conditions; no automatic inference from generic similarity,YES,PREASSESSED_NO_SIGNIFICANT_INCIDENCE,POTENTIALLY_COVERED_BY_PREASSESSMENT,CORRESPONDENCE_CHECK_REQUIRED,"This is a procedural pre-screen rule, not a formal VINCA outcome. NOT_APPLICABLE never becomes automatic site exclusion.",DGR30/2026 Allegato A2; site IT3230006; PDF page 20; activity 1.16; site evidence: Intervento privo di effetti nei limiti indicati,,20
DGR30_A2_IT3230006_1_17,SITE_ACTIVITY_PREASSESSMENT,200,DGR30_2026_A2,DGR 30/2026 Allegato A; DGR 1183/2022 Allegato A punto 4,2026-01-28,IT3230006,IT3230006,"1.17. Realizzazione e manutenzione di recinzioni, muri di cinta e cancellate a chiusura di fondi relativi alle pertinenze edilizie di edifici esistenti.",1.17,"Inside site, contiguous area, or applicable external functional-interference area; preassessment also valid in functional-interference areas","If external, determine scope from DGR30/2026 Allegato C or site-specific plan/measure override before use",Exact correspondence with the preassessed P/I/A definition; comply with current conservation measures and any site-specific conditions; no automatic inference from generic similarity,YES,PREASSESSED_NO_SIGNIFICANT_INCIDENCE,POTENTIALLY_COVERED_BY_PREASSESSMENT,CORRESPONDENCE_CHECK_REQUIRED,"This is a procedural pre-screen rule, not a formal VINCA outcome. NOT_APPLICABLE never becomes automatic site exclusion.",DGR30/2026 Allegato A2; site IT3230006; PDF page 20; activity 1.17; site evidence: Interventi che non determinano un incremento della cubatura e che agiscono su edifici esistenti senza effetti sull'ambiente esterno,,20
DGR30_A2_IT3230006_1_18,SITE_ACTIVITY_PREASSESSMENT,200,DGR30_2026_A2,DGR 30/2026 Allegato A; DGR 1183/2022 Allegato A punto 4,2026-01-28,IT3230006,IT3230006,"1.18. Opere di scavo e reinterro dirette all'esecuzione di interventi di manutenzione e sostituzione di condotte sotterranee lungo la viabilità esistente, nonché tutte le opere per il raccordo degli utenti alle reti dei servizi esistenti di gas, energia elettrica, telecomunicazioni, acquedotto e fognatura, ivi comprese le relative opere di scavo, posa delle condutture e reinterro purché realizzati lungo viabilità esistente nel rispetto delle indicazioni per il contenimento delle specie esotiche invasive (IAS).",1.18,"Inside site, contiguous area, or applicable external functional-interference area; preassessment also valid in functional-interference areas","If external, determine scope from DGR30/2026 Allegato C or site-specific plan/measure override before use",Exact correspondence with the preassessed P/I/A definition; comply with current conservation measures and any site-specific conditions; no automatic inference from generic similarity,YES,PREASSESSED_NO_SIGNIFICANT_INCIDENCE,POTENTIALLY_COVERED_BY_PREASSESSMENT,CORRESPONDENCE_CHECK_REQUIRED,"This is a procedural pre-screen rule, not a formal VINCA outcome. NOT_APPLICABLE never becomes automatic site exclusion.",DGR30/2026 Allegato A2; site IT3230006; PDF page 20; activity 1.18; site evidence: Intervento privo di effetti nei limiti indicati in quanto interessa aree già infrastrutturate,,20
DGR30_A2_IT3230006_1_19,SITE_ACTIVITY_PREASSESSMENT,200,DGR30_2026_A2,DGR 30/2026 Allegato A; DGR 1183/2022 Allegato A punto 4,2026-01-28,IT3230006,IT3230006,"1.19. Interventi di manutenzione delle infrastrutture viarie o ferroviarie, delle reti infrastrutturali di tipo lineare (acquedotti, fognature, ecc.), delle infrastrutture lineari energetiche (linee elettriche, gasdotti, oleodotti, ecc.), degli impianti di telefonia fissa e mobile, nonché degli impianti per l’emittenza radiotelevisiva, a condizione che non comportino modifiche di tracciato o d'ubicazione. I relativi interventi di controllo della vegetazione se eseguiti nel periodo 15 agosto - 28 febbraio.",1.19,"Inside site, contiguous area, or applicable external functional-interference area; preassessment also valid in functional-interference areas","If external, determine scope from DGR30/2026 Allegato C or site-specific plan/measure override before use",Exact correspondence with the preassessed P/I/A definition; comply with current conservation measures and any site-specific conditions; no automatic inference from generic similarity,YES,PREASSESSED_NO_SIGNIFICANT_INCIDENCE,POTENTIALLY_COVERED_BY_PREASSESSMENT,CORRESPONDENCE_CHECK_REQUIRED,"This is a procedural pre-screen rule, not a formal VINCA outcome. NOT_APPLICABLE never becomes automatic site exclusion.",DGR30/2026 Allegato A2; site IT3230006; PDF page 21; activity 1.19; site evidence: Intervento privo di effetti nei limiti indicati in quanto interessa aree già infrastrutturate,,21
DGR30_A2_IT3230006_3_20,SITE_ACTIVITY_PREASSESSMENT,200,DGR30_2026_A2,DGR 30/2026 Allegato A; DGR 1183/2022 Allegato A punto 4,2026-01-28,IT3230006,IT3230006,"3.20. Manutenzione, asportazione, sostituzione in sede di condutture sotterranee o canali superficiali per l’irrigazione purché i lavori non interessino habitat Natura 2000. Per i canali superficiali con flusso permanente d’acqua l’intervento deve avere uno sviluppo inferiore a 10 metri. Verificare la misura di conservazione REPJ04.0, se vigente nel sito Natura 2000 interessato dall'intervento -> https://habitat.regione.fvg.it/mdc/home .",3.20,"Inside site, contiguous area, or applicable external functional-interference area; preassessment also valid in functional-interference areas","If external, determine scope from DGR30/2026 Allegato C or site-specific plan/measure override before use",Exact correspondence with the preassessed P/I/A definition; comply with current conservation measures and any site-specific conditions; no automatic inference from generic similarity,NO,NOT_APPLICABLE,,MANUAL_REVIEW_REQUIRED,"This is a procedural pre-screen rule, not a formal VINCA outcome. NOT_APPLICABLE never becomes automatic site exclusion.",DGR30/2026 Allegato A2; site IT3230006; PDF page 21; activity 3.20; site evidence: Solo per regione biogeografica continentale,REPJ04.0,21
